Dataset,Sample Method,Preprocessing,Learner,Recall,Precision,Accuracy,F1 Score
Turma 2,10 Fold,Gain ratio Top 5,Naive Bayes,0.96875,0.81579,0.90698,0.88571
Turma 2,10 Fold,Gain ratio Top 5,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Gain ratio Top 5,Gradient Boosting,0.84375,0.81818,0.87209,0.83077
Turma 2,10 Fold,Gain ratio Top 5,AdaBoost,0.75,0.8,0.83721,0.77419
Turma 2,10 Fold,Gain ratio Top 5,Logistic Regression,0.9375,0.85714,0.9186,0.89552
Turma 2,10 Fold,Info gain Top 5,Neural Network,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Info gain Top 5,Random Forest,0.8125,0.86667,0.88372,0.83871
Turma 2,10 Fold,Info gain Top 5,Tree,0.75,0.82759,0.84884,0.78689
Turma 2,10 Fold,Info gain Top 5,kNN,0.84375,0.87097,0.89535,0.85714
Turma 2,10 Fold,Info gain Top 5,Naive Bayes,0.8125,0.86667,0.88372,0.83871
Turma 2,10 Fold,Info gain Top 5,SVM,0.9375,0.88235,0.93023,0.90909
Turma 2,10 Fold,Info gain Top 5,Gradient Boosting,0.84375,0.81818,0.87209,0.83077
Turma 2,10 Fold,Info gain Top 5,AdaBoost,0.75,0.8,0.83721,0.77419
Turma 2,10 Fold,Info gain Top 5,Logistic Regression,0.90625,0.85294,0.90698,0.87879
Turma 2,10 Fold,None,Neural Network,0.875,0.875,0.90698,0.875
Turma 2,10 Fold,None,Random Forest,0.875,0.875,0.90698,0.875
Turma 2,10 Fold,None,Tree,0.875,0.875,0.90698,0.875
Turma 2,10 Fold,None,kNN,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,None,Naive Bayes,0.9375,0.85714,0.9186,0.89552
Turma 2,10 Fold,None,SVM,0.90625,0.85294,0.90698,0.87879
Turma 2,10 Fold,None,Gradient Boosting,0.84375,0.9,0.90698,0.87097
Turma 2,10 Fold,None,AdaBoost,0.90625,0.90625,0.93023,0.90625
Turma 2,10 Fold,None,Logistic Regression,0.90625,0.90625,0.93023,0.90625
Turma 1,Random 20 80,None,Neural Network,0.5,0.625,0.80488,0.55556
Turma 1,Random 20 80,None,Random Forest,0.5,0.71429,0.82927,0.58824
Turma 1,Random 20 80,None,Tree,0.8,0.8,0.90244,0.8
Turma 1,Random 20 80,None,kNN,0.4,0.36364,0.68293,0.38095
Turma 1,Random 20 80,None,Naive Bayes,0.9,0.47368,0.73171,0.62069
Turma 1,Random 20 80,None,SVM,0.3,0.75,0.80488,0.42857
Turma 1,Random 20 80,None,Gradient Boosting,0.5,0.71429,0.82927,0.58824
Turma 1,Random 20 80,None,AdaBoost,0.8,0.61538,0.82927,0.69565
Turma 1,Random 20 80,None,Logistic Regression,0.6,0.66667,0.82927,0.63158
