Dataset,Sample Method,Preprocessing,Learner,Recall,Precision,Accuracy,F1 Score
Turma 2,Random 20 80,ANOVA Top 5,Tree,0.91667,0.95652,0.95,0.93617
Turma 2,Random 20 80,ANOVA Top 5,kNN,0.97222,0.98592,0.98333,0.97902
Turma 2,Random 20 80,ANOVA Top 5,Naive Bayes,0.79167,0.90476,0.88333,0.84444
Turma 2,Random 20 80,ANOVA Top 5,SVM,0.97222,0.9589,0.97222,0.96552
Turma 2,Random 20 80,ANOVA Top 5,Gradient Boosting,0.91667,0.95652,0.95,0.93617
Turma 2,Random 20 80,ANOVA Top 5,AdaBoost,0.91667,0.95652,0.95,0.93617
Turma 2,Random 20 80,ANOVA Top 5,Logistic Regression,0.93056,0.98529,0.96667,0.95714
Turma 2,Random 20 80,Gain ratio Top 5,Neural Network,0.95833,0.98571,0.97778,0.97183
Turma 2,Random 20 80,Gain ratio Top 5,Random Forest,0.91667,0.97059,0.95556,0.94286
Turma 2,Random 20 80,Gain ratio Top 5,Tree,0.93056,0.95714,0.95556,0.94366
Turma 2,Random 20 80,Gain ratio Top 5,kNN,0.94444,0.98551,0.97222,0.96454
Turma 2,Random 20 80,Gain ratio Top 5,Naive Bayes,0.98611,0.89873,0.95,0.9404
Turma 2,Random 20 80,Gain ratio Top 5,SVM,0.97222,0.9589,0.97222,0.96552
Turma 2,Random 20 80,Gain ratio Top 5,Gradient Boosting,0.93056,0.97101,0.96111,0.95035
Turma 2,Random 20 80,Gain ratio Top 5,AdaBoost,0.93056,0.95714,0.95556,0.94366
Turma 2,Random 20 80,Gain ratio Top 5,Logistic Regression,0.91667,0.97059,0.95556,0.94286
Turma 2,Random 20 80,Info gain Top 5,Neural Network,1.0,0.94737,0.97778,0.97297
Turma 2,Random 20 80,Info gain Top 5,Random Forest,0.91667,0.98507,0.96111,0.94964
Turma 2,Random 20 80,Info gain Top 5,Tree,0.91667,0.95652,0.95,0.93617
Turma 2,Random 20 80,Info gain Top 5,kNN,0.91667,0.98507,0.96111,0.94964
Turma 2,Random 20 80,Info gain Top 5,Naive Bayes,0.93056,0.87013,0.91667,0.89933
Turma 2,Random 20 80,Info gain Top 5,SVM,0.93056,0.98529,0.96667,0.95714
Turma 2,Random 20 80,Info gain Top 5,Gradient Boosting,0.94444,0.98551,0.97222,0.96454
Turma 2,Random 20 80,Info gain Top 5,AdaBoost,0.94444,0.97143,0.96667,0.95775
Turma 2,Random 20 80,Info gain Top 5,Logistic Regression,0.93056,0.97101,0.96111,0.95035
Turma 2,Random 20 80,None,Neural Network,0.95833,0.97183,0.97222,0.96503
Turma 2,Random 20 80,None,Random Forest,0.91667,0.98507,0.96111,0.94964
Turma 2,Random 20 80,None,Tree,0.94444,0.98551,0.97222,0.96454
Turma 2,Random 20 80,None,kNN,0.91667,0.97059,0.95556,0.94286
Turma 2,Random 20 80,None,Naive Bayes,0.97222,0.89744,0.94444,0.93333
Turma 2,Random 20 80,None,SVM,0.95833,0.95833,0.96667,0.95833
Turma 2,Random 20 80,None,Gradient Boosting,0.91667,0.98507,0.96111,0.94964
Turma 2,Random 20 80,None,AdaBoost,0.90278,0.97015,0.95,0.93525
Turma 2,Random 20 80,None,Logistic Regression,0.91667,0.97059,0.95556,0.94286
Turma 2,10 Fold,None,Neural Network,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,None,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,None,Tree,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,None,kNN,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,None,Naive Bayes,0.96875,0.93939,0.96512,0.95385
Turma 2,10 Fold,None,SVM,0.96875,0.96875,0.97674,0.96875
Turma 2,10 Fold,None,Gradient Boosting,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,None,AdaBoost,0.90625,0.96667,0.95349,0.93548
Turma 2,10 Fold,None,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Info gain Top 10,Neural Network,0.96875,0.93939,0.96512,0.95385
Turma 2,10 Fold,Info gain Top 10,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Info gain Top 10,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Info gain Top 10,kNN,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Info gain Top 10,Naive Bayes,1.0,0.91429,0.96512,0.95522
Turma 2,10 Fold,Info gain Top 10,SVM,0.96875,0.93939,0.96512,0.95385
Turma 2,10 Fold,Info gain Top 10,Gradient Boosting,0.90625,0.93548,0.94186,0.92063
Turma 2,10 Fold,Info gain Top 10,AdaBoost,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Info gain Top 10,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Gain ratio Top 10,Neural Network,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Gain ratio Top 10,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Gain ratio Top 10,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Gain ratio Top 10,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Gain ratio Top 10,Naive Bayes,1.0,0.86486,0.94186,0.92754
Turma 2,10 Fold,Gain ratio Top 10,SVM,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Gain ratio Top 10,Gradient Boosting,0.90625,0.93548,0.94186,0.92063
Turma 2,10 Fold,Gain ratio Top 10,AdaBoost,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Gain ratio Top 10,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 10,Neural Network,1.0,0.94118,0.97674,0.9697
Turma 2,10 Fold,ANOVA Top 10,Random Forest,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,ANOVA Top 10,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,ANOVA Top 10,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,ANOVA Top 10,Naive Bayes,0.96875,0.88571,0.94186,0.92537
Turma 2,10 Fold,ANOVA Top 10,SVM,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,ANOVA Top 10,Gradient Boosting,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 10,AdaBoost,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,ANOVA Top 10,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 10,Neural Network,1.0,0.94118,0.97674,0.9697
Turma 2,10 Fold,Chi2 Top 10,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 10,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Chi2 Top 10,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Chi2 Top 10,Naive Bayes,1.0,0.86486,0.94186,0.92754
Turma 2,10 Fold,Chi2 Top 10,SVM,0.96875,0.96875,0.97674,0.96875
Turma 2,10 Fold,Chi2 Top 10,Gradient Boosting,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 10,AdaBoost,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Chi2 Top 10,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 5,Neural Network,0.96875,0.93939,0.96512,0.95385
Turma 2,10 Fold,Chi2 Top 5,Random Forest,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Chi2 Top 5,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Chi2 Top 5,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Chi2 Top 5,Naive Bayes,0.9375,0.85714,0.9186,0.89552
Turma 2,10 Fold,Chi2 Top 5,SVM,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Chi2 Top 5,Gradient Boosting,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 5,AdaBoost,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Chi2 Top 5,Logistic Regression,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,ANOVA Top 5,Neural Network,1.0,0.94118,0.97674,0.9697
Turma 2,10 Fold,ANOVA Top 5,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 5,Tree,0.75,0.92308,0.88372,0.82759
Turma 2,10 Fold,ANOVA Top 5,kNN,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 5,Naive Bayes,0.90625,0.87879,0.9186,0.89231
Turma 2,10 Fold,ANOVA Top 5,SVM,0.96875,0.93939,0.96512,0.95385
Turma 2,10 Fold,ANOVA Top 5,Gradient Boosting,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 5,AdaBoost,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,ANOVA Top 5,Logistic Regression,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Gain ratio Top 5,Neural Network,1.0,0.94118,0.97674,0.9697
Turma 2,10 Fold,Gain ratio Top 5,Random Forest,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Gain ratio Top 5,Tree,0.90625,0.90625,0.93023,0.90625
Turma 2,10 Fold,Gain ratio Top 5,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Gain ratio Top 5,Naive Bayes,1.0,0.86486,0.94186,0.92754
Turma 2,10 Fold,Gain ratio Top 5,SVM,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Gain ratio Top 5,Gradient Boosting,0.90625,0.93548,0.94186,0.92063
Turma 2,10 Fold,Gain ratio Top 5,AdaBoost,0.90625,0.93548,0.94186,0.92063
Turma 2,10 Fold,Gain ratio Top 5,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Info gain Top 5,Neural Network,1.0,0.94118,0.97674,0.9697
Turma 2,10 Fold,Info gain Top 5,Random Forest,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Info gain Top 5,Tree,0.9375,0.90909,0.94186,0.92308
Turma 2,10 Fold,Info gain Top 5,kNN,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Info gain Top 5,Naive Bayes,0.96875,0.88571,0.94186,0.92537
Turma 2,10 Fold,Info gain Top 5,SVM,0.9375,0.96774,0.96512,0.95238
Turma 2,10 Fold,Info gain Top 5,Gradient Boosting,0.90625,0.93548,0.94186,0.92063
Turma 2,10 Fold,Info gain Top 5,AdaBoost,0.9375,0.9375,0.95349,0.9375
Turma 2,10 Fold,Info gain Top 5,Logistic Regression,0.9375,0.9375,0.95349,0.9375
Turma 1,10 Fold,None,Neural Network,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,None,Random Forest,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,None,Tree,0.6,0.54545,0.78049,0.57143
Turma 1,10 Fold,None,kNN,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,None,Naive Bayes,1.0,0.52632,0.78049,0.68966
Turma 1,10 Fold,None,SVM,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,None,Gradient Boosting,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,None,AdaBoost,0.5,0.55556,0.78049,0.52632
Turma 1,10 Fold,None,Logistic Regression,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,Info gain Top 10,Neural Network,0.5,0.625,0.80488,0.55556
Turma 1,10 Fold,Info gain Top 10,Random Forest,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Info gain Top 10,Tree,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Info gain Top 10,kNN,0.8,0.8,0.90244,0.8
Turma 1,10 Fold,Info gain Top 10,Naive Bayes,0.9,0.5,0.7561,0.64286
Turma 1,10 Fold,Info gain Top 10,SVM,0.5,0.5,0.7561,0.5
Turma 1,10 Fold,Info gain Top 10,Gradient Boosting,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Info gain Top 10,AdaBoost,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Info gain Top 10,Logistic Regression,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,Gain ratio Top 10,Neural Network,0.5,0.625,0.80488,0.55556
Turma 1,10 Fold,Gain ratio Top 10,Random Forest,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,Gain ratio Top 10,Tree,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Gain ratio Top 10,kNN,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Gain ratio Top 10,Naive Bayes,0.8,0.47059,0.73171,0.59259
Turma 1,10 Fold,Gain ratio Top 10,SVM,0.3,0.33333,0.68293,0.31579
Turma 1,10 Fold,Gain ratio Top 10,Gradient Boosting,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Gain ratio Top 10,AdaBoost,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,Gain ratio Top 10,Logistic Regression,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,ANOVA Top 10,Neural Network,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,ANOVA Top 10,Random Forest,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,ANOVA Top 10,Tree,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,ANOVA Top 10,kNN,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,ANOVA Top 10,Naive Bayes,0.8,0.47059,0.73171,0.59259
Turma 1,10 Fold,ANOVA Top 10,SVM,0.4,0.44444,0.73171,0.42105
Turma 1,10 Fold,ANOVA Top 10,Gradient Boosting,0.7,0.7,0.85366,0.7
Turma 1,10 Fold,ANOVA Top 10,AdaBoost,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,ANOVA Top 10,Logistic Regression,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Chi2 Top 10,Neural Network,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Chi2 Top 10,Random Forest,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Chi2 Top 10,Tree,0.6,0.85714,0.87805,0.70588
Turma 1,10 Fold,Chi2 Top 10,kNN,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Chi2 Top 10,Naive Bayes,0.8,0.5,0.7561,0.61538
Turma 1,10 Fold,Chi2 Top 10,SVM,0.6,0.54545,0.78049,0.57143
Turma 1,10 Fold,Chi2 Top 10,Gradient Boosting,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,Chi2 Top 10,AdaBoost,0.6,0.75,0.85366,0.66667
Turma 1,10 Fold,Chi2 Top 10,Logistic Regression,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,Chi2 Top 5,Neural Network,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Chi2 Top 5,Random Forest,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,Chi2 Top 5,Tree,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Chi2 Top 5,kNN,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Chi2 Top 5,Naive Bayes,0.8,0.47059,0.73171,0.59259
Turma 1,10 Fold,Chi2 Top 5,SVM,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Chi2 Top 5,Gradient Boosting,0.7,0.875,0.90244,0.77778
Turma 1,10 Fold,Chi2 Top 5,AdaBoost,0.8,0.8,0.90244,0.8
Turma 1,10 Fold,Chi2 Top 5,Logistic Regression,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,ANOVA Top 5,Neural Network,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,ANOVA Top 5,Random Forest,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,ANOVA Top 5,Tree,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,ANOVA Top 5,kNN,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,ANOVA Top 5,Naive Bayes,0.8,0.5,0.7561,0.61538
Turma 1,10 Fold,ANOVA Top 5,SVM,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,ANOVA Top 5,Gradient Boosting,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,ANOVA Top 5,AdaBoost,0.6,0.66667,0.82927,0.63158
Turma 1,10 Fold,ANOVA Top 5,Logistic Regression,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Gain ratio Top 5,Neural Network,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Gain ratio Top 5,Random Forest,0.8,0.8,0.90244,0.8
Turma 1,10 Fold,Gain ratio Top 5,Tree,0.8,0.53333,0.78049,0.64
Turma 1,10 Fold,Gain ratio Top 5,kNN,0.8,0.72727,0.87805,0.7619
Turma 1,10 Fold,Gain ratio Top 5,Naive Bayes,0.8,0.5,0.7561,0.61538
Turma 1,10 Fold,Gain ratio Top 5,SVM,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Gain ratio Top 5,Gradient Boosting,0.7,0.58333,0.80488,0.63636
Turma 1,10 Fold,Gain ratio Top 5,AdaBoost,0.8,0.66667,0.85366,0.72727
Turma 1,10 Fold,Gain ratio Top 5,Logistic Regression,0.7,0.63636,0.82927,0.66667
Turma 1,10 Fold,Info gain Top 5,Neural Network,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Info gain Top 5,Random Forest,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Info gain Top 5,Tree,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Info gain Top 5,kNN,0.8,0.8,0.90244,0.8
Turma 1,10 Fold,Info gain Top 5,Naive Bayes,0.8,0.53333,0.78049,0.64
Turma 1,10 Fold,Info gain Top 5,SVM,0.6,0.6,0.80488,0.6
Turma 1,10 Fold,Info gain Top 5,Gradient Boosting,0.7,0.77778,0.87805,0.73684
Turma 1,10 Fold,Info gain Top 5,AdaBoost,0.8,0.61538,0.82927,0.69565
Turma 1,10 Fold,Info gain Top 5,Logistic Regression,0.8,0.72727,0.87805,0.7619
